action_id,requirement_family,control_ref,scope_eir,workstream,source_ref,source_type,source_page,source_confidence,finding_summary,task,deliverable,evidence_required,priority,phase,status,human_owner,human_approver,deadline_basis,target_offset_days,target_date,cost_band,spend_timing,purchase_trigger,ai_eligibility,ai_role,human_gate,dependencies,external_submission,notes
A-039,15,15.1;15.2;15.4;15.5;15.20,Mind,Kockázatkezelés,SRC-008,audit_gap,90–95;178–179;267–268;357–358,audited,"A kockázatkezelési felülvizsgálat, besorolási indoklás, kommunikáció, ellátásilánc-scope és kockázatválasz hiányos.","Egységesítse a kockázati módszertant, kockázati étvágyat, nyilvántartást, gazdákat, kezelési döntéseket és felülvizsgálati ciklust.","Jóváhagyott risk methodology, risk register és treatment workflow.","Kockázati skála, elfogadási hatáskör, mintakockázatok, kezelési döntések, review log és vezetői jóváhagyás.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,receipt_date_plus_days,45,2026-08-10,B0,NOW_B0,,yes,remediation_planner,G2_SECURITY_LEGAL,A-005;A-011,no,
A-040,13,13.1;13.2;13.3;13.4;13.11,Mind,Biztonságtervezés,SRC-008,audit_gap,76–80;174–177;264–266;353–356,audited,"A rendszerbiztonsági tervek több EIR-nél hiányosak, a függőségek, fenyegetések, testreszabás, jóváhagyás és felülvizsgálat nem teljes.","Frissítse a három auditált EIR rendszerbiztonsági tervét egységes sablon szerint, függőségekkel, fenyegetésekkel, kontrolltestreszabással és review-ciklussal.",Három jóváhagyott rendszerbiztonsági terv és közös sablon.,"Verziózott tervek, EIR-owner és IBF jóváhagyás, dependency/threat mapping, változásnapló és megismertetési nyom.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,receipt_date_plus_days,60,2026-08-25,B0,NOW_B0,,yes,report_writer,G1_DOMAIN_REVIEW,A-005;A-011;A-039,no,
A-041,16,16.1;16.2;16.3;16.7;16.8;16.15;16.99,Mind,Biztonságos beszerzés és életciklus,SRC-008,audit_gap,96–100;180–185;269–274;359–364,audited,"A biztonsági követelmények, felelősségek, dokumentáció, támogatási életciklus és szerződéses kontrollok nem következetesen épülnek be a beszerzésbe.","Vezessen be security-by-procurement minimumkövetelményt, szerződéses checklistet, lifecycle/support gate-et és kivételkezelést.",Jóváhagyott beszerzési biztonsági checklist és szerződéses követelményminta.,"Kitöltött mintachecklist, szerződéses klauzulák, support/EOL döntés, kivétel és jóváhagyás.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,receipt_date_plus_days,75,2026-09-09,B0,NOW_B0,,yes,cost_guard,G5_PURCHASE,A-010;A-021;A-029,no,
A-042,1,,Mind,Folyamatos auditfelkészültség,DECISIONS.md:D-024|DERIVED,approved_program_requirement,n/a,derived,"A tartós auditkészültséghez a logok, exportok, kontrollok, feladatok és evidenciák ismétlődő kézi kezelése nem fenntartható minimális emberi munkával.","Tervezzen, pilotoljon és fokozatosan vezessen be local-first folyamatos auditfelkészültségi ügynököt, amely jóváhagyott read-only forrásokat értelmez, karbantartja a nyilvántartásokat, jegyzőkönyv- és intézkedéstervezeteket készít, határidőt figyel és kivételt terjeszt ember elé.","Jóváhagyott agent-architektúra, fájlalapú pilot, runbook, approval queue és mérési riport.","Forrás- és jogosultságlista, futási auditlog, source_ref/confidence/review nyom, gold case és negatív teszt, téves riasztási és emberimunka-csökkentési metrika, kill switch próba.",P1,M3_3_6M,NEW,Pásztor András,Lángi Zoltán,after_dependency_completion,30,,B0,AFTER_PILOT,,yes,orchestrator,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-003;A-005;A-012;A-031,no,"Az ügynök nem fogadhat el evidenciát, nem zárhat akciót, nem küldhet be külső dokumentumot, nem költhet és nem változtathat éles rendszert emberi kapu nélkül."
A-043,1,1.6,Szervezet,Irányítás és programmenedzsment,SRC-008,audit_gap,25–26,machine_unvalidated,"A(z) 1.6 Biztonsági teljesítmény mérése követelménycsoportnál 1, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0006.","1.6 – Biztonsági teljesítmény mérése: 1) A szervezetnek ki kell fejlesztenie az EIR-re vonatkozó biztonsági mérésének rendszerét. 2) A szervezetnek folyamatosan monitoroznia kell az általa meghatározott teljesítménymutatókat. 3) A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell az EIR biztonsági mérési rendszerét, hogy biztosítsa annak relevanciáját és hatékonyságát a változó kiberbiztonsági környezetben. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","1.6 – Biztonsági teljesítmény mérése végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott szabályozás, szerep- és felelősségi rekord, mérési vagy felülvizsgálati jegyzőkönyv, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Lángi Zoltán – IBF/szakmai kontrollgazda-jelölt. Közreműködők: Kóczán Mónika; Dr. Berta Brigitta szükség szerint. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-044,1,1.10,Szervezet,Irányítás és programmenedzsment,SRC-008,audit_gap,27–28,machine_unvalidated,"A(z) 1.10 Kockázatmenedzsment stratégia követelménycsoportnál 1, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kis mértékű. Findingok: F-0009.","1.10 – Kockázatmenedzsment stratégia: 1) A szervezetnek ki kell dolgoznia egy átfogó kockázatkezelési stratégiát, amely tartalmazza a szervezet kockázattűrését, a kockázatok csökkentésének stratégiáit, az elfogadható kockázatértékelési módszertanokat, egy folyamatot a biztonsági kockázatok értékelésére az egész szervezeten belül, valamint a szervezet kockázattűrésével… 2) A kockázatkezelésért felelős személy összehangolja az információbiztonsági irányítási folyamatokat a stratégiai, operatív és költségvetési tervezési folyamatokkal. 3) Az érintett szervezet által meghatározott gyakorisággal és esetekben felülvizsgálja és frissíti a kockázatkezelési stratégiát, hogy meg tudjon felelni a szervezeti változásoknak. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","1.10 – Kockázatmenedzsment stratégia végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott szabályozás, szerep- és felelősségi rekord, mérési vagy felülvizsgálati jegyzőkönyv, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Lángi Zoltán – IBF/szakmai kontrollgazda-jelölt. Közreműködők: Kóczán Mónika; Dr. Berta Brigitta szükség szerint. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-04-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-045,1,1.11,Szervezet,Irányítás és programmenedzsment,SRC-008,audit_gap,28,machine_unvalidated,"A(z) 1.11 Engedélyezési folyamatok meghatározása követelménycsoportnál 1, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0010.","1.11 – Engedélyezési folyamatok meghatározása: 1) A szervezetnek engedélyezési folyamatokat kell létrehoznia az EIR-ek és azok működési környezetének biztonsági állapotának kezelésére. 2) A szervezetnek be kell illesztenie az engedélyezési folyamatokat a szervezet egészét átfogó kockázatkezelési keretrendszerbe. 3) A szervezetnek dokumentálnia kell az engedélyezési folyamatokat, hogy nyomon követhesse és ellenőrizhesse a folyamatokat és az esetleges biztonsági eseményeket. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","1.11 – Engedélyezési folyamatok meghatározása végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott szabályozás, szerep- és felelősségi rekord, mérési vagy felülvizsgálati jegyzőkönyv, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Lángi Zoltán – IBF/szakmai kontrollgazda-jelölt. Közreműködők: Kóczán Mónika; Dr. Berta Brigitta szükség szerint. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-046,1,1.12,Szervezet,Irányítás és programmenedzsment,SRC-008,audit_gap,28–29,machine_unvalidated,"A(z) 1.12 Szervezeti működés és üzleti folyamatok meghatározása követelménycsoportnál 1, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0011.","1.12 – Szervezeti működés és üzleti folyamatok meghatározása: 1) A szervezetnek meg kell határoznia a szervezeti célokat és az alapfunkciókat, figyelembe véve az információbiztonságot és a szervezeti működésre, EIR-re, személyekre, más szervezetekre gyakorolt kockázatokat. 2) A szervezetnek meg kell határoznia a szervezeti célokból és alapfunkciókból adódó információvédelmi igényeket. 3) A szervezetnek meghatározott gyakorisággal felül kell vizsgálnia és módosítania a szervezeti célokat és az alapfunkciókat, hogy biztosítsa azok relevanciáját és hatékonyságát a változó környezeti és üzleti körülmények között. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","1.12 – Szervezeti működés és üzleti folyamatok meghatározása végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott szabályozás, szerep- és felelősségi rekord, mérési vagy felülvizsgálati jegyzőkönyv, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Lángi Zoltán – IBF/szakmai kontrollgazda-jelölt. Közreműködők: Kóczán Mónika; Dr. Berta Brigitta szükség szerint. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-047,1,1.14,Szervezet,Irányítás és programmenedzsment,SRC-008,audit_gap,29–30,machine_unvalidated,"A(z) 1.14 Biztonsági személyzet képzése követelménycsoportnál 1, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0012.","1.14 – Biztonsági személyzet képzése: 1) A szervezetnek meg kell határoznia azt a tudást, készségeket és képességeket, amelyekre szükség van a biztonsággal kapcsolatos feladatok elvégzéséhez. 2) A szervezetnek szerepkör-alapú képzési programokat kell kifejlesztenie azok számára, akik biztonsági szerep- és felelősségi köröket látnak el. 3) A szervezetnek dokumentálnia kell a programban részt vevők előrehaladásáról és fejlődéséről, hogy biztosítsa a program hatékonyságát és folyamatos fejlesztését. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","1.14 – Biztonsági személyzet képzése végrehajtási csomag: jóváhagyott EIR-scope, 7 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott szabályozás, szerep- és felelősségi rekord, mérési vagy felülvizsgálati jegyzőkönyv, kontrollgazdai és G1 reviewer sign-off. Továbbá: 7 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Koncz Erika – HR-kontrollgazda. Közreműködők: Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-048,1,1.15,Szervezet,Irányítás és programmenedzsment,SRC-008,audit_gap,30–31,machine_unvalidated,"A(z) 1.15 Tesztelés, képzés és felügyelet követelménycsoportnál 1, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0013.","1.15 – Tesztelés, képzés és felügyelet: 1) A szervezetnek be kell vezetnie egy folyamatot, amely biztosítja, hogy az EIR-ekhez kapcsolódó biztonsági tesztelések, képzések és felügyeleti tevékenységek folyamatosan végrehajtásra kerüljenek. 2) A szervezetnek gondoskodnia kell arról, hogy ezek a tevékenységek összehangoltak legyenek. 3) A szervezetnek dokumentálnia kell a tesztelési, képzési és felügyeleti tevékenységeket, hogy biztosítsa a folyamatok átláthatóságát és a felelősséget. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","1.15 – Tesztelés, képzés és felügyelet végrehajtási csomag: jóváhagyott EIR-scope, 5 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott szabályozás, szerep- és felelősségi rekord, mérési vagy felülvizsgálati jegyzőkönyv, kontrollgazdai és G1 reviewer sign-off. Továbbá: 5 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Lángi Zoltán – IBF/szakmai kontrollgazda-jelölt. Közreműködők: Kóczán Mónika; Dr. Berta Brigitta szükség szerint. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-049,1,1.16,Szervezet,Irányítás és programmenedzsment,SRC-008,audit_gap,31,machine_unvalidated,"A(z) 1.16 Szakmai csoportokkal és közösségekkel való kapcsolattartás követelménycsoportnál 1, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0014.","1.16 – Szakmai csoportokkal és közösségekkel való kapcsolattartás: 1) A szervezetnek ki kell választania azokat a szakmai csoportokat és közösségeket, amelyekkel kapcsolatot kíván létrehozni. 2) Miután kiválasztotta a megfelelő csoportokat, a szervezetnek kapcsolatot kell létesítenie ezekkel a csoportokkal, és aktívan részt kell vennie a közösségek és csoportok tevékenységeiben. 3) A szervezetnek dokumentálnia kell a biztonsági eseményeket, és rendszeresen felül kell vizsgálnia a naplót, hogy azonosítsa a potenciális problémákat és javítási lehetőségeket. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","1.16 – Szakmai csoportokkal és közösségekkel való kapcsolattartás végrehajtási csomag: jóváhagyott EIR-scope, 6 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott szabályozás, szerep- és felelősségi rekord, mérési vagy felülvizsgálati jegyzőkönyv, kontrollgazdai és G1 reviewer sign-off. Továbbá: 6 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Lángi Zoltán – IBF/szakmai kontrollgazda-jelölt. Közreműködők: Kóczán Mónika; Dr. Berta Brigitta szükség szerint. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
