finding_id,section_ref,scope_eir,requirement_family,control_ref,control_title,rating,assessment_method,finding_summary,source_ref,source_page_start,source_page_end,source_confidence,human_validated,reviewer,reviewed_at,direct_action_ids,family_action_ids,mapping_status,notes
F-0205,7.3.41,Irodai,7,7.2,Üzletmenet-folytonossági terv,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A terv nem tartalmazza a kulcsszemélyek teljes körű azonosítását, így a helyreállítási célok határideje bizonytalan. Nincs megfelelően dokumentálva a tesztelési folyamat, ami növeli a terv érvényesülési kockázatát.",SRC-008,247,251,machine_unvalidated,no,,,A-017,A-026,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0206,7.3.42,Irodai,7,7.10,A folyamatos működésre felkészítő képzés,Kiemelt mértékű eltérés,Dokumentum,"A képzések rendszertelenek, a tartalom nem naprakész, és a változásokhoz kapcsolódó oktatások gyakran elmaradnak. Ez csökkenti a személyzet reagálóképességét és a folyamatos működés biztosításának hatékonyságát.",SRC-008,251,252,machine_unvalidated,no,,,,A-026,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0207,7.3.43,Irodai,7,7.35,Az elektronikus információs rendszer mentései,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A mentési folyamat részlegesen működik, a mentések nem minden adatkört érintenek, vagy a biztonsági tárolás hiányos. A bizalmasság és sértetlenség védelme nem mindig megfelelő, ami kockázatot jelent a helyreállíthatóságra nézve.",SRC-008,252,253,machine_unvalidated,no,,,A-017,A-026,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0208,7.3.44,Irodai,7,7.43,Az elektronikus információs rendszer helyreállítása és újraindítása,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A helyreállítási folyamat részben szabályozott, az időcélok nem minden esetben teljesülnek, és a helyreállítási lépések gyakran manuálisak vagy hiányosak. Ez növeli a hosszabb szolgáltatáskiesés kockázatát egy incidens után.",SRC-008,253,254,machine_unvalidated,no,,,A-017,A-026,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0209,7.3.45,Irodai,8,8.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","Az azonosítási szabályzatot kidolgozták, de annak kihirdetése nem bizonyított a dokumentáció alapján. A felülvizsgálat gyakorisága nincs rögzítve megfelelően, ami növeli a szabályok elavulása kockázatát.",SRC-008,254,256,machine_unvalidated,no,,,A-015,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0210,7.3.46,Irodai,8,8.2,Azonosítás és hitelesítés,Kis mértékű eltérés,"Dokumentum, Interjú, Teszt","A felhasználó azonosítása megtörtént, de bizonyos esetekben a tevékenységek nem kapcsolódnak egyedi szerepkörökhöz megfelelően. Nincs biztosítva, hogy minden egyes felhasználónál megtörtént a személyazonosság tisztázása az EIR környezetben.",SRC-008,256,257,machine_unvalidated,no,,,A-015,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0211,7.3.47,Irodai,8,8.3,Azonosítás és hitelesítés (felhasználók) – Privilegizált fiókok többtényezős,Kis mértékű eltérés,"Dokumentum, Teszt","A privalegizált fiókok nem kapják meg a multifaktor hitelesítést, ami növeli az engedély nélküli hozzáférés kockázatát. Nincs dokumentált bizonyíték arról, hogy a rendszergazdai fiókok megfelelően vannak védve.",SRC-008,257,257,machine_unvalidated,no,,,A-016,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0212,7.3.48,Irodai,8,8.7,Azonosítás és hitelesítés (felhasználók) – Hozzáférés a fiókokhoz –,Kiemelt mértékű eltérés,Dokumentum,"A visszajátszás elleni védelem részlegesen van megvalósítva, a mechanizmusok nem egységesek, és bizonyos fiókok (pl. adminisztrátori vagy tesztfiókok) esetében hiányoznak. Ez növeli a hitelesítési adatok visszaélésszerű felhasználásának kockázatát.",SRC-008,257,258,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0213,7.3.49,Irodai,8,8.14,Azonosító kezelés,Kiemelt mértékű eltérés,"Dokumentum, Interjú","Az azonosítók kiosztása és kezelése nem egységesen szabályozott, az engedélyezési folyamat hiányos, és az azonosítók újrafelhasználása előfordulhat. Ez csökkenti a felhasználói tevékenységek elszámoltathatóságát.",SRC-008,258,258,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0214,7.3.50,Irodai,8,8.21,A hitelesítésre szolgáló eszközök kezelése,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A hitelesítő eszközök kezelése részleges, az eszközök erőssége nem mindig megfelelő, és a kompromittált eszközök kezelése nem dokumentált. Ez növeli az illetéktelen hozzáférés és az azonosítási lánc sérülésének kockázatát.",SRC-008,258,260,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0215,7.3.51,Irodai,8,8.22,A hitelesítésre szolgáló eszközök kezelése – Jelszó alapú hitelesítés,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A jelszókezelés részben megvalósított, a jelszavak tárolása nem minden esetben felel meg a korszerű kriptográfiai követelményeknek, és a gyenge jelszavak kiszűrése nem automatizált. Ez növeli a jogosulatlan hozzáférés kockázatát.",SRC-008,260,261,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0216,7.3.52,Irodai,8,8.36,Hitelesítési információk visszajelzésének elrejtése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A fedett visszacsatolás csak részben valósul meg, több rendszer túl részletes visszajelzést ad (pl. külön jelzi, ha a felhasználónév vagy jelszó hibás), ami növeli a brute -force és információgyűjtési kísérletek kockázatát.",SRC-008,261,262,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0217,7.3.53,Irodai,8,8.37,Hitelesítés kriptográfiai modul esetén,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A kriptográfiai modulok hitelesítése részben megvalósított, egyes modulok megfelelősége nem igazolt, vagy nem a jóváhagyott szabványok szerint történik. Ez gyengítheti a titkosítási és hitelesítési lánc biztonságát.",SRC-008,262,262,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0218,7.3.54,Irodai,8,8.38,Azonosítás és hitelesítés (szervezeten kívüli felhasználók),Kiemelt mértékű eltérés,"Dokumentum, Interjú","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,262,263,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0219,7.3.55,Irodai,8,8.39,Azonosítás és hitelesítés (szervezeten kívüli felhasználók) –,Kis mértékű eltérés,Dokumentum,"A szervezet részben alkalmaz meghatározott azonosítási profilokat, de azok nem minden rendszerre terjednek ki, vagy a dokumentálás és karbantartás nem egységes. A folyamat működőképes, de a szabályozás további egységesítése javasolt.",SRC-008,263,263,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0220,7.3.56,Irodai,8,8.43,Újrahitelesítés,Kis mértékű eltérés,"Dokumentum, Teszt","A rendszer nem kényszeríti ki az újrahitelesítést a meghatározott események bekövetkezésekor, ami növeli a jelszó kockázatát. Nincs dokumentált eljárás arról, hogy a felhasználókat figyelmeztetik-e a szükséges módosításra.",SRC-008,263,264,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0221,7.3.57,Irodai,13,13.2,Rendszerbiztonsági terv,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A rendszerbiztonsági terv hiányos, több kulcselem (pl. biztonsági osztály meghatározása, fenyegetéslista, kapcsolati függőségek dokumentálása) nem vagy csak részben szerepel. A terv frissítése és jóváhagyása nem rendszeres, ami gyengíti az EIR biztonsági felügyeletét.",SRC-008,264,266,machine_unvalidated,no,,,A-040,A-026,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0222,7.3.58,Irodai,13,13.10,Biztonsági követelmények kiválasztása,Megfelelt,Dokumentum,"A szervezet az 1. melléklet 1.1.3. pontjával összhangban szakszerűen kiválasztotta az EIR -re vonatkozó biztonsági követelményeket. A kiválasztás dokumentált, a szervezet biztonsági osztályba sorolását és kockázati környezetét tükrözi, és igazodik a releván s jogszabályi, szabványos és szervezeti előírásokhoz.",SRC-008,266,266,machine_unvalidated,no,,,,A-026,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0223,7.3.59,Irodai,13,13.11,Biztonsági követelmények testre szabása,Kiemelt mértékű eltérés,Dokumentum,"A biztonsági követelmények testreszabása részben megvalósított, a szervezet nem minden esetben veszi figyelembe a tényleges működési környezet vagy kockázati tényezők sajátosságait. Ez csökkentheti a védelmi intézkedések hatékonyságát.",SRC-008,266,267,machine_unvalidated,no,,,A-040,A-026,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0224,7.3.60,Irodai,15,15.9,Sérülékenységek ellenőrzése,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt","A szervezet nem végez rendszeres sérülékenység elemzést, ami növeli a kiberesemények kockázatát. Nincs dokumentált folyamat arról, hogy a sebezhetőségeket hogyan és milyen rendszerességgel javítják..",SRC-008,267,268,machine_unvalidated,no,,,A-033,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0225,7.3.61,Irodai,15,15.18,Sérülékenység- menedzsment – Sérülékenységi információk fogadása,Megfelelt,Dokumentum,"A szervezet biztonságos és dedikált kommunikációs csatornát hozott létre a sérülékenységekről szóló jelentések fogadására. A csatorna működését dokumentált folyamat szabályozza, amely meghatározza a bejelentések kezelését, visszaigazolását és az érintett rendszerek bevonását.",SRC-008,268,268,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0226,7.3.62,Irodai,15,15.20,Kockázatokra adott válasz,Kiemelt mértékű eltérés,Dokumentum,"A kockázatokra adott válaszok csak részben megvalósítottak, a biztonsági értékelések megállapításai gyakran késve vagy hiányosan kerülnek feldolgozásra, ami növeli a fennmaradó kockázatok valószínűségét.",SRC-008,268,269,machine_unvalidated,no,,,A-039,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0227,7.3.63,Irodai,16,16.7,Beszerzések,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A beszerzési szerződésekben a biztonsági követelmények csak részlegesen jelennek meg, több elem – pl. a garanciális elvárások, a dokumentumvédelem vagy a felelősségi körök – hiányosan szabályozott. Ez növeli az ellátási lánc kockázatait.",SRC-008,269,271,machine_unvalidated,no,,,A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0228,7.3.64,Irodai,16,16.8,Beszerzések – Alkalmazandó védelmi,Kiemelt mértékű eltérés,Dokumentum,"A védelmi intézkedések funkcionális leírását a szervezet nem minden beszerzés esetén követeli meg, a beszállítói biztonsági információk hiányosak, ami akadályozza a kockázatok megfelelő értékelését.",SRC-008,271,272,machine_unvalidated,no,,,A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0229,7.3.65,Irodai,16,16.15,Az elektronikus információs rendszerre vonatkozó dokumentáció,Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR dokumentációja részleges, a biztonsági konfigurációra, üzemeltetésre és felhasználásra vonatkozó leírások hiányosak vagy nem elérhetők minden rendszerelemhez. Ez akadályozhatja a biztonságos üzemeltetést és növeli a hibás beállítások kockázatát.",SRC-008,272,274,machine_unvalidated,no,,,A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0230,7.3.66,Irodai,16,16.99,Támogatással nem rendelkező rendszerelemek,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A támogatásukat vesztett rendszerelemek lecserélése nem következetes, több elavult komponens továbbra is működik, ami sérülékenységeket és biztonsági kockázatokat eredményezhet. Az alternatív támogatás részleges vagy ad hoc jellegű.",SRC-008,274,275,machine_unvalidated,no,,,A-029;A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0231,7.3.67,Irodai,17,17.1,Szabályzat és eljárásrendek,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A szabályzatot kidolgozták, de annak kihirdetése nem teljeskörű. A felülvizsgálat gyakorisága nincs rögzítve megfelelően, ami növeli a szabályok elavulása kockázatát.",SRC-008,275,277,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0232,7.3.68,Irodai,17,17.12,Szolgáltatás- megtagadással járó támadások elleni védelem,Kis mértékű eltérés,"Dokumentum, Teszt","A szolgáltatásmegtagadás elleni védelem nem valósul meg, így a DDoS támadások hatásai növekedhetnek. Nincs dokumentált bizonyíték arról, hogy az automatizált korlátozások működnek -e események esetén.",SRC-008,277,278,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0233,7.3.69,Irodai,17,17.17,A határok védelme,Megfelelt,"Dokumentum, Teszt","A szervezet teljes körű határvédelmi megoldásokat alkalmaz, beleértve a külső és belső hálózati interfészek ellenőrzését, a nyilvános rendszerelemek logikai elkülönítését (DMZ) és a menedzselt kapcsolódási pontok használatát. A hálózati forgalom monitorozá sa és naplózása megfelel a biztonsági architektúrában meghatározott elveknek.",SRC-008,278,279,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0234,7.3.70,Irodai,17,17.49,Kriptográfiai kulcs előállítása és kezelése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,279,279,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0235,7.3.71,Irodai,17,17.53,Kriptográfiai védelem,Kis mértékű eltérés,"Dokumentum, Teszt","A kriptográfiai megoldások nem valósulnak meg megfelelően vagy kizárásra kerültek a dokumentációban. Nincs biztosítva, hogy az erőforrások megfelelnek -e a támogatott biztonsági elvárásoknak.",SRC-008,279,280,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0236,7.3.72,Irodai,17,17.54,Együttműködésen alapuló informatikai eszközök,Kiemelt mértékű eltérés,Dokumentum,"A távoli aktiválás tilalma nincs egységesen érvényesítve, a felhasználók egy része nem kap megfelelő jelzést a kamerák vagy mikrofonok aktiválásakor, ami adatvédelmi és biztonsági kockázatot jelent.",SRC-008,280,281,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0237,7.3.73,Irodai,17,17.69,Biztonságos név/cím feloldási szolgáltatás (hiteles forrás),Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR nem teljes mértékben biztosítja a névfeloldási adatok hitelességét és integritását, a DNSSEC vagy hasonló mechanizmus nincs megfelelően konfigurálva, így a válaszok manipulációjának kockázata fennáll.",SRC-008,281,281,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0238,7.3.74,Irodai,17,17.71,Biztonságos név/cím feloldó szolgáltatás (rekurzív vagy gyorsítótárat,Kiemelt mértékű eltérés,Dokumentum,"Az EIR névfeloldó rendszere csak korlátozottan támogatja az eredet -hitelesítést és adatintegritás-ellenőrzést, így a válaszok manipulálása vagy hamisítása nem zárható ki teljes mértékben.",SRC-008,281,282,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0239,7.3.75,Irodai,17,17.72,Architektúra és tartalékok név/cím feloldási szolgáltatás esetén,Kiemelt mértékű eltérés,Dokumentum,"A név- és címfeloldási szolgáltatás architektúrája korlátozott hibatűréssel rendelkezik, és a belső/külső szerepkörök szétválasztása nem egyértelműen érvényesül, ami növeli a szolgáltatáskimaradás és a konfigurációs hibák kockázatát.",SRC-008,282,282,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0240,7.3.76,Irodai,17,17.108,A folyamatok elkülönítése,Kiemelt mértékű eltérés,Dokumentum,"Az EIR folyamatainak elkülönítése nem megfelelő, egyes folyamatok közös végrehajtási tartományban futnak, ami potenciális jogosulatlan hozzáférést vagy adatkeveredést eredményezhet.",SRC-008,282,283,machine_unvalidated,no,,,,A-025;A-027,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0241,7.3.77,Irodai,18,18.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szabályzatot kidolgozták, de annak kihidetése nem bizonyított. A felülvizsgálat gyakorisága nincs rögzítve , ami növeli a szabályok elavulásának kockázatát.",SRC-008,283,285,machine_unvalidated,no,,,,A-026,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0242,7.3.78,Irodai,18,18.2,Hibajavítás,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet hibajavítási gyakorlata nem egységes, a biztonsági frissítések telepítése rendszertelen, és a konfigurációkezelési integráció hiányos, ami növeli a sebezhetőségek fennmaradásának kockázatát.",SRC-008,285,286,machine_unvalidated,no,,,A-019;A-033,A-026,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0243,7.3.79,Irodai,18,18.8,Kártékony kódok elleni védelem,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt",A szabályzat egyes részei nincsenek kidolgozva a jogszabályi követelmények szerint. A felülvizsgálat gyakorisága nincs definiálva.,SRC-008,286,288,machine_unvalidated,no,,,,A-026,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0244,7.3.80,Irodai,18,18.13,Az EIR monitorozása,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt","Az EIR jogosulatlan használatának azonosítására nem megfelelő technikákat alkalmaznak, vagy nincs dokumentált riasztási lista. Nincs garantálva, hogy a rendszer képes -e észlelni a támadásokat és jelezni a potenciális kockázatokat megfelelően.",SRC-008,288,290,machine_unvalidated,no,,,,A-026,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0245,7.3.81,Irodai,18,18.37,Biztonsági riasztások és tájékoztatások,Kis mértékű eltérés,"Dokumentum, Interjú","A bejövő és kimenő forgalom riasztásai nincsenek meghatározva. Nincs garantálva, hogy a rendszer képes-e nyomon követni-e az adatcsere biztonságát megfelelően.",SRC-008,290,291,machine_unvalidated,no,,,,A-026,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0246,7.3.82,Irodai,18,18.67,Információ kezelése és megőrzése,Kiemelt mértékű eltérés,Dokumentum,"A szervezet információkezelési gyakorlata nem teljes körűen felel meg a vonatkozó jogszabályi és működési követelményeknek, az eljárások részben hiányoznak vagy nem naprakészek, ami az információk bizalmasságát és megőrzését veszélyeztetheti.",SRC-008,291,292,machine_unvalidated,no,,,,A-026,FAMILY_ONLY,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0247,7.4.1,Termelés,2,2.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szervezet részben biztosítja a hozzáférési szabályzatok kidolgozását, de hiányosságok vannak a kihirdetés terén. Több esetben nem történt meg a szükséges felülvizsgálat a meghatározott gyakorisággal vagy események után. A szabályzat összhangja a jogsza bályokkal bizonyos pontokon hiányos, ami kockázatot hordoz. Ez a terület alapszinten működik.",SRC-008,292,294,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0248,7.4.2,Termelés,2,2.2,Fiókkezelés,Kis mértékű eltérés,"Dokumentum, Teszt","A felhasználói fiókok kezelésére vonatkozó irányelvek léteznek, de a gyakorlatban nem teljesülnek. A minimális jogosultság elvének érvényesítése bizonyos esetekben elmarad a szabályzatban rögzítettekkel. Az automatikus nyomon követés hiányos.",SRC-008,294,297,machine_unvalidated,no,,,A-015,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0249,7.4.3,Termelés,2,2.15,Hozzáférési szabályok érvényesítése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR nem biztosítja következetesen a jóváhagyott jogosultságok érvényesülését. Hiányozhatnak a hozzáférési szabályzatokkal való összhangot igazoló ellenőrzések, illetve a jogosultságok kiosztása részben automatizmus vagy manuális gyakorlat alapján történ ik formális kontroll nélkül. Ez az eltérés már a hozzáférés-kezelési célok lényegét érinti.",SRC-008,297,298,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0250,7.4.4,Termelés,2,2.71,Sikertelen bejelentkezési kísérletek,Kis mértékű eltérés,"Dokumentum, Teszt","A sikertelen bejelentkezések során, a felhasználó nem kerül korlátozásra a próbálkozások lejárta után.",SRC-008,298,299,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0251,7.4.5,Termelés,2,2.75,A rendszerhasználat jelzése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR-ben a rendszerhasználati értesítés nem jelenik meg minden belépési ponton, vagy az elfogadás nem kötelező. Az üzenet tartalma hiányos, nem felel meg a jogi és biztonsági követelményeknek, így a felhasználók nem kapnak megfelelő tájékoztatást a felelősségvállalásról és a használati feltételekről.",SRC-008,299,300,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0252,7.4.6,Termelés,2,2.88,Azonosítás vagy hitelesítés nélkül engedélyezett tevékenységek,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,300,301,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0253,7.4.7,Termelés,2,2.100,Távoli hozzáférés,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,301,302,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0254,7.4.8,Termelés,2,2.108,Vezeték nélküli hozzáférés,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A vezeték nélküli hozzáférések konfigurációs követelményei részlegesen vannak dokumentálva. Nincs egységes engedélyezési eljárás a hozzáférési szabályozás biztosítása érdekében A mobil eszközökre vonatkozó hozzáférési szabályozás hiányos, ami veszélyezteti a bizalmasságot. A biztonsági konfigurációk nem egységesek, és az engedélyezési folyamat nem minden esetben érvényesül.",SRC-008,302,302,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0255,7.4.9,Termelés,2,2.113,Mobil eszközök hozzáférés-ellenőrzése,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A mobil eszközökre vonatkozó hozzáférési szabályozás hiányos, a biztonsági konfigurációk nem egységesek, és az engedélyezési folyamat nem minden esetben érvényesül. Ez a szervezet hálózati biztonságát és az adatok bizalmasságát veszélyezteti.",SRC-008,302,303,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0256,7.4.10,Termelés,2,2.115,Külső elektronikus információs rendszerek használata,Kis mértékű eltérés,Dokumentum,"A külső rendszerekből való hozzáférés bizonyos feltételekkel történik, de a bizalmi kapcsolatok figyelmen kívül hagyása kockázatot hordoz. A tiltott külső rendszerek használatának megakadályozása nem minden esetben biztosított ténylegesen.",SRC-008,303,304,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0257,7.4.11,Termelés,2,2.124,Nyilvánosan elérhető tartalom,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A nyilvánosan elérhető tartalmak ellenőrzése és a közzétételi jogosultságok kezelése nem egységes vagy részben hiányos. Előfordulhat, hogy az információk közzététele előtt nem történik biztonsági áttekintés, ami a nem nyilvános adatok illetéktelen nyilvánosságra kerülését eredményezheti.",SRC-008,304,305,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0258,7.4.12,Termelés,4,4.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szervezet meghatározta és azonosította azokat a személyeket, akikkel a naplózási szabályzatot ismertetni kell. A naplózási és elszámoltathatósági szabályzatot nem ismertették a kijelölt személyekkel vagy szerepkörökkel . A felülvizsgálat gyakorisága me ghatározásra került, de bizonyos esetekben a frissítés elmarad az események után. Ezért a teljes megfelelés hiányos.",SRC-008,305,308,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0259,7.4.13,Termelés,4,4.2,Naplózható események,Kis mértékű eltérés,"Dokumentum, Interjú",A rendszer naplóbejegyzéseit nem vizsgálják felül és nem elemzik a szervezet által meghatározott gyakorisággal. A naplóbejegyzések felülvizsgálatának eredményei nem kerülnek jelentésre a kijelölt személyeknek.,SRC-008,308,309,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
